id,gcf,number_16s,mean,sd,min,max,total_div
394,GCF_022024215.1,9,4.83,1.92,1.0,8.0,6.89151069633278
395,GCF_022024115.1,4,20.0,7.95,13.0,33.0,23.5008150714272
396,GCF_022024235.1,9,3.17,2.13,0.0,7.0,4.24677270204598
397,GCF_022024175.1,4,17.67,7.47,7.0,29.0,20.937212386837
398,GCF_022024195.1,9,6.06,3.22,0.0,14.0,8.78077938895615
399,GCF_022024135.1,4,20.0,7.95,13.0,33.0,23.5008150714272
400,GCF_025151385.1,3,4.0,3.46,0.0,6.0,3.81908500976888
401,GCF_022024255.1,9,3.64,1.71,1.0,8.0,5.3516190022134
402,GCF_900637655.1,5,8.0,3.8,0.0,11.0,9.38731272437956
403,GCF_025151535.1,5,14.3,6.43,6.0,24.0,16.8776653833593
404,GCF_003265305.2,3,7.33,6.35,0.0,11.0,7.63817001953775
405,GCF_025145645.1,2,0.0,,0.0,0.0,0.0
406,GCF_006542745.1,2,0.0,,0.0,0.0,0.0
407,GCF_006542665.1,2,0.0,,0.0,0.0,0.0
408,GCF_006542645.1,2,0.0,,0.0,0.0,0.0
409,GCF_025145845.1,2,4.0,,4.0,4.0,2.77258872223978
410,GCF_025144995.1,2,0.0,,0.0,0.0,0.0
411,GCF_014163495.1,2,0.0,,0.0,0.0,0.0
412,GCF_025145285.1,2,0.0,,0.0,0.0,0.0
413,GCF_000265365.1,2,10.0,,10.0,10.0,6.93147180559945
414,GCF_006542705.1,2,3.0,,3.0,3.0,2.07944154167984
415,GCF_006542725.1,2,3.0,,3.0,3.0,2.07944154167984
416,GCF_009557455.1,2,1.0,,1.0,1.0,0.693147180559945
417,GCF_022846055.1,2,0.0,,0.0,0.0,0.0
418,GCF_006542685.1,2,0.0,,0.0,0.0,0.0
419,GCF_022845675.1,2,0.0,,0.0,0.0,0.0
420,GCF_020735725.1,2,0.0,,0.0,0.0,0.0
421,GCF_025144665.1,2,7.0,,7.0,7.0,4.85203026391962
422,GCF_900604385.1,3,2.67,2.31,0.0,4.0,2.54605667317925
423,GCF_001443605.1,3,0.0,0.0,0.0,0.0,0.0
424,GCF_020091425.1,6,10.53,9.18,0.0,24.0,14.3459234953782
425,GCF_020735605.1,5,0.0,0.0,0.0,0.0,0.0
426,GCF_006149185.1,7,20.67,9.41,0.0,34.0,25.7888881995069
427,GCF_012851305.1,7,8.29,10.96,0.0,29.0,11.8933732303639
428,GCF_013267615.1,7,12.95,7.5,0.0,26.0,18.0322152578526
429,GCF_000012845.1,7,7.43,5.22,0.0,14.0,9.05288236911532
430,GCF_016888905.1,7,7.43,5.22,0.0,14.0,9.05288236911532
431,GCF_017873595.1,6,1.33,1.23,0.0,4.0,2.43875900376003
432,GCF_002257605.1,7,12.29,5.55,0.0,20.0,14.7700627550647
433,GCF_006739545.1,7,16.76,8.1,0.0,29.0,21.9359387837367
434,GCF_018292145.1,7,10.95,7.37,0.0,23.0,13.7842676409387
435,GCF_020091365.1,7,0.76,0.62,0.0,2.0,1.00838590687367
436,GCF_018289315.1,6,0.6,0.51,0.0,1.0,0.693147180559945
437,GCF_018289335.1,7,5.52,4.97,0.0,13.0,7.48375120603237
438,GCF_020091445.1,7,21.62,9.1,1.0,33.0,26.6279970741501
439,GCF_018279895.1,7,5.9,3.83,0.0,11.0,7.48003665135111
440,GCF_018288975.1,7,8.38,5.75,0.0,16.0,10.3867460781622
441,GCF_020735865.1,6,2.73,2.09,0.0,5.0,3.22314993110609
442,GCF_024759625.1,7,5.52,4.93,0.0,13.0,7.48375120603237
443,GCF_024759745.1,7,2.0,1.64,0.0,4.0,2.45884063238982
444,GCF_025151215.1,5,0.0,0.0,0.0,0.0,0.0
445,GCF_024759645.1,7,9.43,10.64,0.0,27.0,13.022292852145
446,GCF_020735945.1,7,7.43,5.22,0.0,14.0,9.05288236911532
447,GCF_024758045.1,7,8.29,4.92,0.0,16.0,10.3828033797241
448,GCF_024758245.1,7,13.76,12.53,0.0,30.0,18.6047612010008
449,GCF_024759485.1,7,2.0,1.64,0.0,4.0,2.45884063238982
450,GCF_024759425.1,7,10.1,8.61,0.0,18.0,12.1230688523781
451,GCF_024759585.1,7,21.24,8.12,3.0,33.0,26.1718414120897
452,GCF_024759285.1,7,12.81,7.7,0.0,23.0,17.0162541345416
453,GCF_024759985.1,7,6.67,3.72,1.0,12.0,8.16294475605158
454,GCF_024760285.1,7,15.81,8.62,2.0,30.0,20.3820239323455
455,GCF_900683725.1,7,0.0,0.0,0.0,0.0,0.0
456,GCF_024760045.1,7,17.05,7.36,0.0,28.0,22.2532389748839
457,GCF_025151045.1,6,1.0,1.0,0.0,3.0,1.35168362659891
458,GCF_000238215.1,2,0.0,,0.0,0.0,0.0
459,GCF_001547855.1,2,0.0,,0.0,0.0,0.0
460,GCF_001717525.2,2,0.0,,0.0,0.0,0.0
461,GCF_001547875.1,2,0.0,,0.0,0.0,0.0
462,GCF_013265555.1,3,119.33,102.48,1.0,179.0,128.575861995552
463,GCF_002356295.1,6,0.0,0.0,0.0,0.0,0.0
464,GCF_023674465.1,4,0.0,0.0,0.0,0.0,0.0
465,GCF_002201795.1,4,8.83,8.95,0.0,17.0,11.9398500729361
466,GCF_000626635.1,2,0.0,,0.0,0.0,0.0
467,GCF_010448835.1,2,0.0,,0.0,0.0,0.0
468,GCF_009762775.1,2,0.0,,0.0,0.0,0.0
469,GCF_001659705.1,1,0.0,0.0,0.0,0.0,0.0
470,GCF_003600625.1,2,0.0,,0.0,0.0,0.0
471,GCF_007971385.1,3,0.0,0.0,0.0,0.0,0.0
472,GCF_004337365.2,4,2.0,1.55,0.0,4.0,2.24934057847523
473,GCF_020042345.1,3,0.0,0.0,0.0,0.0,0.0
474,GCF_000024005.1,6,3.33,1.63,0.0,5.0,4.08369325920667
475,GCF_008086345.1,2,1.0,,1.0,1.0,0.693147180559945
476,GCF_002557795.1,4,2.17,1.17,1.0,4.0,2.38015261441637
477,GCF_010093065.1,7,3.33,1.68,0.0,7.0,4.88572876442557
478,GCF_012516375.2,5,4.8,2.39,0.0,7.0,5.5392772726701
479,GCF_023100805.1,5,0.0,0.0,0.0,0.0,0.0
480,GCF_018255755.1,6,2.53,1.3,1.0,5.0,3.05325089431069
481,GCF_020386615.1,3,0.0,0.0,0.0,0.0,0.0
482,GCF_022867795.2,4,1.0,0.63,0.0,2.0,1.12467028923762
483,GCF_012516355.1,6,3.33,2.35,0.0,8.0,4.50561208866305
484,GCF_020042285.1,1,0.0,0.0,0.0,0.0,0.0
485,GCF_020783315.1,1,0.0,0.0,0.0,0.0,0.0
486,GCF_002355595.1,5,1.8,1.55,0.0,4.0,2.17421893762382
487,GCF_018595675.2,1,0.0,0.0,0.0,0.0,0.0
488,GCF_018595685.2,1,0.0,0.0,0.0,0.0,0.0
489,GCF_007970805.1,1,0.0,0.0,0.0,0.0,0.0
490,GCF_001644645.1,3,0.0,0.0,0.0,0.0,0.0
491,GCF_014168535.1,1,0.0,0.0,0.0,0.0,0.0
492,GCF_001654455.1,2,0.0,,0.0,0.0,0.0
493,GCF_000243115.2,2,1.0,,1.0,1.0,0.693147180559945
494,GCF_000246855.1,3,2.0,1.73,0.0,3.0,1.90954250488444
495,GCF_007971225.1,1,0.0,0.0,0.0,0.0,0.0
496,GCF_003555545.1,2,0.0,,0.0,0.0,0.0
497,GCF_009740285.1,2,1.0,,1.0,1.0,0.693147180559945
498,GCF_007970185.1,2,0.0,,0.0,0.0,0.0
499,GCF_004347775.1,3,0.0,0.0,0.0,0.0,0.0
500,GCF_025997995.1,2,1.0,,1.0,1.0,0.693147180559945
501,GCF_000265505.1,3,1.33,0.58,1.0,2.0,1.27302833658963
502,GCF_001593605.1,3,0.0,0.0,0.0,0.0,0.0
503,GCF_014838715.1,3,0.0,0.0,0.0,0.0,0.0
504,GCF_019443765.1,3,8.0,0.0,8.0,8.0,7.63817001953775
505,GCF_026013705.1,3,0.0,0.0,0.0,0.0,0.0
506,GCF_027594545.1,3,0.0,0.0,0.0,0.0,0.0
507,GCF_000265405.1,4,0.5,0.55,0.0,1.0,0.562335144618808
508,GCF_000222485.1,3,0.67,0.58,0.0,1.0,0.636514168294813
509,GCF_001050135.1,4,0.0,0.0,0.0,0.0,0.0
510,GCF_000325705.1,4,0.0,0.0,0.0,0.0,0.0
511,GCF_003260975.1,4,0.0,0.0,0.0,0.0,0.0
512,GCF_005281475.1,4,2.33,1.21,0.0,3.0,2.51096465035751
513,GCF_020463795.1,5,2.8,3.61,0.0,7.0,3.50281696476732
514,GCF_006575665.1,4,0.0,0.0,0.0,0.0,0.0
515,GCF_015533855.1,4,0.0,0.0,0.0,0.0,0.0
516,GCF_021596945.1,4,6.0,2.83,2.0,10.0,7.31035688004451
517,GCF_003143535.1,3,0.0,0.0,0.0,0.0,0.0
518,GCF_019916085.1,3,0.0,0.0,0.0,0.0,0.0
519,GCF_023921165.1,3,0.67,0.58,0.0,1.0,0.636514168294813
520,GCF_000014145.1,3,0.0,0.0,0.0,0.0,0.0
521,GCF_010119975.1,3,0.0,0.0,0.0,0.0,0.0
522,GCF_002831565.1,1,0.0,0.0,0.0,0.0,0.0
523,GCF_001988955.1,3,8.67,7.51,0.0,13.0,8.27468418783257
524,GCF_002067135.1,3,0.67,0.58,0.0,1.0,0.636514168294813
525,GCF_012849055.1,3,0.67,0.58,0.0,1.0,0.636514168294813
526,GCF_013375035.1,4,0.67,0.52,0.0,1.0,0.693147180559945
527,GCF_013127955.1,4,1.0,0.63,0.0,2.0,1.12467028923762
528,GCF_000974425.1,3,0.67,0.58,0.0,1.0,0.636514168294813
529,GCF_011604685.1,3,1.33,0.58,1.0,2.0,1.27302833658963
530,GCF_014117325.1,3,1.33,1.15,0.0,2.0,1.27302833658963
531,GCF_021233055.1,3,0.67,0.58,0.0,1.0,0.636514168294813
532,GCF_006965485.1,3,1.33,1.15,0.0,2.0,1.27302833658963
533,GCF_002056795.1,3,0.67,0.58,0.0,1.0,0.636514168294813
534,GCF_026278345.1,5,7.4,6.02,0.0,13.0,8.4039331841782
535,GCF_003970675.1,10,2.16,1.35,0.0,5.0,3.27154279342609
536,GCF_018736045.1,8,1.57,1.48,0.0,4.0,2.07666679882884
537,GCF_001682195.2,8,5.14,3.14,1.0,12.0,8.28330335310991
538,GCF_018736065.1,10,0.2,0.4,0.0,1.0,0.325082973391448
539,GCF_003589925.1,2,0.0,,0.0,0.0,0.0
540,GCF_021389935.1,2,0.0,,0.0,0.0,0.0
541,GCF_017068455.1,2,0.0,,0.0,0.0,0.0
542,GCF_021389955.1,4,0.5,0.55,0.0,1.0,0.562335144618808
543,GCF_021389975.1,2,0.0,,0.0,0.0,0.0
544,GCF_014075995.1,3,0.0,0.0,0.0,0.0,0.0
545,GCF_014217805.1,3,0.0,0.0,0.0,0.0,0.0
546,GCF_001507645.1,3,0.0,0.0,0.0,0.0,0.0
547,GCF_001596155.1,3,2.0,1.0,1.0,3.0,1.90954250488444
548,GCF_000737515.1,4,2.0,1.55,0.0,4.0,2.24934057847523
549,GCF_000801315.1,2,0.0,,0.0,0.0,0.0
550,GCF_001280305.1,2,0.0,,0.0,0.0,0.0
551,GCF_012273015.1,3,0.0,0.0,0.0,0.0,0.0
552,GCF_004355185.1,3,0.0,0.0,0.0,0.0,0.0
553,GCF_000576555.1,3,0.0,0.0,0.0,0.0,0.0
554,GCF_008728635.1,3,13.33,11.55,0.0,20.0,14.6398258707807
555,GCF_009906935.1,3,0.67,0.58,0.0,1.0,0.636514168294813
556,GCF_003149515.1,3,0.67,0.58,0.0,1.0,0.636514168294813
557,GCF_001562275.1,3,0.67,0.58,0.0,1.0,0.636514168294813
558,GCF_003574965.1,4,5.5,4.59,1.0,10.0,6.18568659080689
559,GCF_006337165.1,3,0.0,0.0,0.0,0.0,0.0
560,GCF_006352025.1,3,0.0,0.0,0.0,0.0,0.0
561,GCF_011305775.1,3,0.0,0.0,0.0,0.0,0.0
562,GCF_013256425.1,3,1.33,0.58,1.0,2.0,1.27302833658963
563,GCF_013137895.1,4,0.0,0.0,0.0,0.0,0.0
564,GCF_013256625.1,3,1.33,1.15,0.0,2.0,1.27302833658963
565,GCF_014217645.1,3,0.0,0.0,0.0,0.0,0.0
566,GCF_022919135.1,3,0.0,0.0,0.0,0.0,0.0
567,GCF_022919455.1,4,0.0,0.0,0.0,0.0,0.0
568,GCF_027625995.1,4,0.0,0.0,0.0,0.0,0.0
569,GCF_022921095.1,3,0.0,0.0,0.0,0.0,0.0
570,GCF_025979705.1,4,0.0,0.0,0.0,0.0,0.0
571,GCF_022827545.1,4,1.17,0.75,0.0,2.0,1.25548232517875
572,GCF_022811645.1,3,0.0,0.0,0.0,0.0,0.0
573,GCF_014250515.1,3,0.0,0.0,0.0,0.0,0.0
574,GCF_014489555.1,3,18.0,14.73,1.0,27.0,19.0954250488444
575,GCF_025979885.1,3,0.0,0.0,0.0,0.0,0.0
576,GCF_022919335.1,3,1.33,0.58,1.0,2.0,1.27302833658963
577,GCF_022919215.1,3,10.0,6.08,3.0,14.0,9.54771252442219
578,GCF_022921055.1,5,1.8,1.03,0.0,3.0,2.17421893762382
579,GCF_022921075.1,3,0.0,0.0,0.0,0.0,0.0
580,GCF_027359925.1,4,0.0,0.0,0.0,0.0,0.0
581,GCF_023101345.1,3,0.0,0.0,0.0,0.0,0.0
582,GCF_009913235.1,3,0.0,0.0,0.0,0.0,0.0
583,GCF_000973725.1,4,0.5,0.55,0.0,1.0,0.562335144618808
584,GCF_001611675.1,4,0.0,0.0,0.0,0.0,0.0
585,GCF_009931655.1,3,0.0,0.0,0.0,0.0,0.0
586,GCF_010092985.1,4,1.0,0.63,0.0,2.0,1.12467028923762
587,GCF_003585765.1,5,0.4,0.52,0.0,1.0,0.500402423538188
588,GCF_026278245.1,3,0.0,0.0,0.0,0.0,0.0
589,GCF_001078055.1,2,0.0,,0.0,0.0,0.0
590,GCF_001310085.1,4,0.5,0.55,0.0,1.0,0.562335144618808
591,GCF_001577755.1,3,0.0,0.0,0.0,0.0,0.0
592,GCF_005166025.1,4,0.0,0.0,0.0,0.0,0.0
593,GCF_000183425.1,2,0.0,,0.0,0.0,0.0
594,GCF_001308105.1,3,0.0,0.0,0.0,0.0,0.0
595,GCF_025502585.1,2,0.0,,0.0,0.0,0.0
596,GCF_025639805.1,2,0.0,,0.0,0.0,0.0
597,GCF_003258705.1,2,0.0,,0.0,0.0,0.0
598,GCF_000023125.1,4,3.5,3.83,0.0,7.0,3.93634601233166
599,GCF_016894445.1,4,0.0,0.0,0.0,0.0,0.0
600,GCF_022869785.1,3,0.0,0.0,0.0,0.0,0.0
601,GCF_019711195.1,3,0.0,0.0,0.0,0.0,0.0
602,GCF_023821985.2,3,3.33,2.08,1.0,5.0,3.18257084147406
603,GCF_023822005.2,3,12.0,5.2,9.0,18.0,11.4572550293066
604,GCF_024138715.1,2,0.0,,0.0,0.0,0.0
605,GCF_002108455.1,3,2.67,2.31,0.0,4.0,2.54605667317925
606,GCF_021484805.1,3,0.0,0.0,0.0,0.0,0.0
607,GCF_026248825.1,3,0.0,0.0,0.0,0.0,0.0
608,GCF_000166395.1,3,0.0,0.0,0.0,0.0,0.0
609,GCF_020149935.1,2,0.0,,0.0,0.0,0.0
610,GCF_000218895.1,2,0.0,,0.0,0.0,0.0
611,GCF_003325355.1,3,0.0,0.0,0.0,0.0,0.0
612,GCF_003711225.1,3,0.0,0.0,0.0,0.0,0.0
613,GCF_003226715.1,1,0.0,0.0,0.0,0.0,0.0
614,GCF_003226755.1,1,0.0,0.0,0.0,0.0,0.0
615,GCF_000093165.1,1,0.0,0.0,0.0,0.0,0.0
616,GCF_000236405.1,1,0.0,0.0,0.0,0.0,0.0
617,GCF_000022605.2,1,0.0,0.0,0.0,0.0,0.0
618,GCF_000262715.1,1,0.0,0.0,0.0,0.0,0.0
619,GCF_000334405.1,1,0.0,0.0,0.0,0.0,0.0
620,GCF_000233435.1,1,0.0,0.0,0.0,0.0,0.0
621,GCF_002355135.1,1,0.0,0.0,0.0,0.0,0.0
622,GCF_003226855.1,1,0.0,0.0,0.0,0.0,0.0
623,GCF_000348805.1,1,0.0,0.0,0.0,0.0,0.0
624,GCF_003226735.1,1,0.0,0.0,0.0,0.0,0.0
625,GCF_003226695.1,1,0.0,0.0,0.0,0.0,0.0
626,GCF_003226835.1,1,0.0,0.0,0.0,0.0,0.0
627,GCF_003226815.1,1,0.0,0.0,0.0,0.0,0.0
628,GCF_000471965.1,1,0.0,0.0,0.0,0.0,0.0
629,GCF_003226775.1,1,0.0,0.0,0.0,0.0,0.0
630,GCF_003226795.1,1,0.0,0.0,0.0,0.0,0.0
631,GCF_003226875.1,1,0.0,0.0,0.0,0.0,0.0
632,GCF_003573915.1,1,0.0,0.0,0.0,0.0,0.0
633,GCF_003268615.1,1,0.0,0.0,0.0,0.0,0.0
634,GCF_014251275.1,1,0.0,0.0,0.0,0.0,0.0
635,GCF_003573935.1,1,0.0,0.0,0.0,0.0,0.0
636,GCF_014251255.1,1,0.0,0.0,0.0,0.0,0.0
637,GCF_014251355.1,1,0.0,0.0,0.0,0.0,0.0
638,GCF_014251515.1,1,0.0,0.0,0.0,0.0,0.0
639,GCF_014251995.1,1,0.0,0.0,0.0,0.0,0.0
640,GCF_014251575.1,1,0.0,0.0,0.0,0.0,0.0
641,GCF_014251815.1,1,0.0,0.0,0.0,0.0,0.0
642,GCF_014251635.1,1,0.0,0.0,0.0,0.0,0.0
643,GCF_014251975.1,1,0.0,0.0,0.0,0.0,0.0
644,GCF_014251675.1,1,0.0,0.0,0.0,0.0,0.0
645,GCF_014251795.1,1,0.0,0.0,0.0,0.0,0.0
646,GCF_014251735.1,1,0.0,0.0,0.0,0.0,0.0
647,GCF_014251775.1,1,0.0,0.0,0.0,0.0,0.0
648,GCF_014252015.1,1,0.0,0.0,0.0,0.0,0.0
649,GCF_014252055.1,1,0.0,0.0,0.0,0.0,0.0
650,GCF_014252235.1,1,0.0,0.0,0.0,0.0,0.0
651,GCF_014252375.1,1,0.0,0.0,0.0,0.0,0.0
652,GCF_014252315.1,1,0.0,0.0,0.0,0.0,0.0
653,GCF_014252255.1,1,0.0,0.0,0.0,0.0,0.0
654,GCF_014252415.1,1,0.0,0.0,0.0,0.0,0.0
655,GCF_019740355.2,2,0.0,,0.0,0.0,0.0
656,GCF_000194605.1,2,0.0,,0.0,0.0,0.0
657,GCF_022807975.1,3,6.67,5.77,0.0,10.0,6.36514168294813
658,GCF_001305615.1,2,0.0,,0.0,0.0,0.0
659,GCF_015476115.1,2,0.0,,0.0,0.0,0.0
660,GCF_000265385.1,2,0.0,,0.0,0.0,0.0
661,GCF_004022485.1,2,0.0,,0.0,0.0,0.0
662,GCF_020341635.1,2,0.0,,0.0,0.0,0.0
663,GCF_016757735.1,2,0.0,,0.0,0.0,0.0
664,GCF_005943945.1,2,0.0,,0.0,0.0,0.0
665,GCF_001310225.1,2,0.0,,0.0,0.0,0.0
666,GCF_009796805.1,4,1.0,0.63,0.0,2.0,1.12467028923762
667,GCF_009796825.1,4,1.5,1.05,0.0,3.0,1.68700543385642
668,GCF_014295415.1,2,0.0,,0.0,0.0,0.0
669,GCF_014353055.1,5,0.0,0.0,0.0,0.0,0.0
670,GCF_006159205.1,3,0.0,0.0,0.0,0.0,0.0
671,GCF_007993795.1,3,0.67,0.58,0.0,1.0,0.636514168294813
672,GCF_021535135.1,3,4.33,1.53,3.0,6.0,4.28118313014217
673,GCF_003443675.1,3,0.67,0.58,0.0,1.0,0.636514168294813
674,GCF_003443695.1,3,0.0,0.0,0.0,0.0,0.0
675,GCF_003443715.1,3,0.0,0.0,0.0,0.0,0.0
676,GCF_943733665.1,3,0.0,0.0,0.0,0.0,0.0
677,GCF_026222555.1,3,2.67,1.53,1.0,4.0,2.54605667317925
678,GCF_013365535.1,5,0.4,0.52,0.0,1.0,0.500402423538188
679,GCF_002234495.1,3,0.0,0.0,0.0,0.0,0.0
680,GCF_006065315.1,2,0.0,,0.0,0.0,0.0
681,GCF_023205095.1,2,5.0,,5.0,5.0,3.46573590279973
682,GCF_000023285.1,4,0.0,0.0,0.0,0.0,0.0
683,GCF_002302655.1,3,0.0,0.0,0.0,0.0,0.0
684,GCF_001278825.1,4,0.5,0.55,0.0,1.0,0.562335144618808
685,GCF_002302415.1,3,0.0,0.0,0.0,0.0,0.0
686,GCF_000220625.1,3,13.0,8.66,3.0,18.0,13.1923814862696
687,GCF_002302475.1,3,0.0,0.0,0.0,0.0,0.0
688,GCF_002302395.1,4,0.0,0.0,0.0,0.0,0.0
689,GCF_002998835.1,4,0.0,0.0,0.0,0.0,0.0
690,GCF_001553545.1,4,8.5,8.6,0.0,17.0,9.55969745851974
691,GCF_002209445.1,4,7.17,4.02,0.0,11.0,8.09522909569133
692,GCF_002302445.1,3,2.67,2.31,0.0,4.0,2.54605667317925
693,GCF_002302495.1,4,4.33,1.51,2.0,6.0,4.76030522883274
694,GCF_002302515.1,3,0.67,0.58,0.0,1.0,0.636514168294813
695,GCF_002302635.1,3,0.0,0.0,0.0,0.0,0.0
696,GCF_002302615.1,4,22.0,14.14,1.0,36.0,24.2330492528414
697,GCF_002302595.1,4,0.5,0.55,0.0,1.0,0.562335144618808
698,GCF_002302535.1,3,2.0,1.0,1.0,3.0,1.90954250488444
699,GCF_002302565.1,3,0.0,0.0,0.0,0.0,0.0
700,GCF_002999135.1,4,7.0,7.67,0.0,14.0,7.87269202466332
701,GCF_003795085.1,3,2.0,1.0,1.0,3.0,1.90954250488444
702,GCF_019930725.1,4,0.0,0.0,0.0,0.0,0.0
703,GCF_026013825.1,4,0.0,0.0,0.0,0.0,0.0
704,GCF_900638435.1,3,8.0,6.08,1.0,12.0,8.27468418783257
705,GCF_900187255.1,4,8.5,8.6,0.0,17.0,9.55969745851974
706,GCF_020736165.1,4,0.0,0.0,0.0,0.0,0.0
707,GCF_026013785.1,4,19.17,10.3,3.0,30.0,21.3296484946605
708,GCF_009730375.1,4,9.17,5.85,0.0,15.0,9.74314752869349
709,GCF_013394735.1,4,17.5,8.22,9.0,30.0,19.0021339144767
710,GCF_900638125.1,4,2.17,1.72,0.0,4.0,2.38015261441637
711,GCF_026013805.1,4,0.5,0.55,0.0,1.0,0.562335144618808
712,GCF_000186265.1,5,1.8,0.63,0.0,2.0,2.17421893762382
713,GCF_000468615.2,4,0.0,0.0,0.0,0.0,0.0
714,GCF_000190595.1,4,2.0,1.55,0.0,4.0,2.24934057847523
715,GCF_000750195.1,4,0.0,0.0,0.0,0.0,0.0
716,GCF_019021925.1,3,0.0,0.0,0.0,0.0,0.0
717,GCF_019278565.1,4,0.0,0.0,0.0,0.0,0.0
718,GCF_027915275.1,4,3.5,1.87,0.0,5.0,3.76644697553626
719,GCF_000477035.2,4,0.5,0.55,0.0,1.0,0.562335144618808
720,GCF_019278585.1,4,1.0,1.1,0.0,2.0,1.12467028923762
721,GCF_001941605.1,4,1.0,1.1,0.0,2.0,1.12467028923762
722,GCF_009797025.1,4,0.0,0.0,0.0,0.0,0.0
723,GCF_006974145.1,2,0.0,,0.0,0.0,0.0
724,GCF_013402795.1,3,0.0,0.0,0.0,0.0,0.0
725,GCF_000196315.1,2,0.0,,0.0,0.0,0.0
726,GCF_001008165.2,2,0.0,,0.0,0.0,0.0
727,GCF_000152925.2,3,0.0,0.0,0.0,0.0,0.0
728,GCF_001653755.1,3,0.67,0.58,0.0,1.0,0.636514168294813
729,GCF_000212355.1,3,4.67,2.08,3.0,7.0,4.45559917806369
730,GCF_003095655.1,3,4.0,1.0,3.0,5.0,3.81908500976888
731,GCF_003687485.1,2,0.0,,0.0,0.0,0.0
732,GCF_021390175.1,2,1.0,,1.0,1.0,0.693147180559945
733,GCF_021390195.1,2,0.0,,0.0,0.0,0.0
734,GCF_002886045.1,2,0.0,,0.0,0.0,0.0
735,GCF_000831205.1,1,0.0,0.0,0.0,0.0,0.0
736,GCF_000831225.1,1,0.0,0.0,0.0,0.0,0.0
737,GCF_000767095.1,1,0.0,0.0,0.0,0.0,0.0
738,GCF_000831185.1,1,0.0,0.0,0.0,0.0,0.0
739,GCF_000754405.1,6,1.6,1.12,0.0,4.0,2.49539201602516
740,GCF_000240075.2,5,0.0,0.0,0.0,0.0,0.0
741,GCF_000455605.1,4,0.0,0.0,0.0,0.0,0.0
742,GCF_000253275.1,3,0.67,0.58,0.0,1.0,0.636514168294813
743,GCF_001580475.1,12,0.44,0.5,0.0,1.0,0.514388132543511
744,GCF_000016645.1,6,2.13,1.41,0.0,4.0,3.18257084147406
745,GCF_000064305.2,6,1.2,0.68,0.0,2.0,1.53763658602742
746,GCF_000754365.1,6,0.67,0.62,0.0,2.0,0.901122417732609
747,GCF_001705175.1,5,1.0,0.67,0.0,2.0,1.17341409054744
748,GCF_000739395.1,6,0.87,0.64,0.0,2.0,1.08707537716112
749,GCF_001761465.1,5,1.6,1.26,0.0,3.0,1.8464257575567
750,GCF_001534645.1,4,1.17,0.75,0.0,2.0,1.25548232517875
751,GCF_001677395.1,6,2.2,1.93,0.0,6.0,2.88932021262634
752,GCF_001641185.1,13,2.59,2.18,0.0,8.0,4.18560694031519
753,GCF_001831475.1,7,1.62,1.47,0.0,5.0,2.23873486173889
754,GCF_001936395.1,7,0.52,0.51,0.0,1.0,0.796311640173813
755,GCF_001857965.1,5,0.0,0.0,0.0,0.0,0.0
756,GCF_002951025.1,12,0.44,0.5,0.0,1.0,0.514388132543511
757,GCF_002007065.3,6,4.27,4.13,0.0,8.0,5.0921133463585
758,GCF_004355225.1,3,2.67,2.31,0.0,4.0,2.54605667317925
759,GCF_003055625.1,3,0.67,0.58,0.0,1.0,0.636514168294813
760,GCF_003403075.1,4,4.33,3.33,1.0,8.0,4.97606678317158
761,GCF_003076455.1,6,0.93,0.7,0.0,2.0,1.14370838942625
762,GCF_003344925.1,3,0.0,0.0,0.0,0.0,0.0
763,GCF_003148385.1,3,2.67,1.53,1.0,4.0,4.45559917806369
764,GCF_003076475.1,6,0.0,0.0,0.0,0.0,0.0
765,GCF_003097535.1,3,0.0,0.0,0.0,0.0,0.0
766,GCF_003096035.1,3,0.0,0.0,0.0,0.0,0.0
767,GCF_003590565.1,3,0.0,0.0,0.0,0.0,0.0
768,GCF_003122385.1,6,1.47,0.92,0.0,2.0,1.78022255772106
769,GCF_003312915.1,6,4.47,4.85,0.0,12.0,5.8352734375178
770,GCF_003668995.1,9,2.58,1.59,0.0,5.0,3.42658441978362
771,GCF_008000935.1,3,0.67,0.58,0.0,1.0,0.636514168294813
772,GCF_004797125.1,3,1.33,1.15,0.0,2.0,1.27302833658963
773,GCF_009363055.1,3,2.0,1.0,1.0,3.0,1.90954250488444
774,GCF_008369745.1,6,3.0,3.27,0.0,8.0,4.05505087979674
775,GCF_009730675.1,6,0.87,0.64,0.0,2.0,1.08707537716112
776,GCF_011064265.1,5,0.0,0.0,0.0,0.0,0.0
777,GCF_013343195.2,6,1.47,0.92,0.0,2.0,1.78022255772106
778,GCF_013284035.1,5,2.8,2.25,0.0,7.0,4.17582863177657
779,GCF_013389595.1,10,0.0,0.0,0.0,0.0,0.0
780,GCF_013343175.2,6,1.4,0.74,0.0,2.0,1.72358954545593
781,GCF_013389455.1,5,0.0,0.0,0.0,0.0,0.0
782,GCF_013874595.1,6,0.33,0.49,0.0,1.0,0.450561208866305
783,GCF_014844035.1,5,4.0,3.4,0.0,9.0,5.34924272232402
784,GCF_013457195.1,6,0.33,0.49,0.0,1.0,0.450561208866305
785,GCF_014844315.1,11,1.09,2.34,0.0,6.0,1.60982610475012
786,GCF_014844295.1,11,0.18,0.39,0.0,1.0,0.304636097349238
787,GCF_014844255.1,11,0.18,0.39,0.0,1.0,0.304636097349238
